"","budget","release_date","sw_lang_en","sw_tagline","release_month","seasonality","countries_cnt","lang_RU","actor0_movies_cnt","actor1_movies_5y_cnt","sw_female_actor0","sw_male_actor0","actor0_prev_revenue","director_movies_cnt","genre_fantasy","genre_horror","genre_history","genre_crime","genre_mystery","genre_family","depart_Art","depart_Custom_Mkup","depart_Lighting","depart_Visual_Effects","depart_Camera_female","depart_Directing_female","depart_Production_female","depart_Writing_female"
"3076",337,"04/08/1928",1,1,8,-33273015,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"1","1","0","0","0","0","0","0"
"3077",8500000,"04/12/2008",0,1,12,32322910,1,1,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3078",4e+07,"24/12/2011",1,1,12,32322910,1,0,0,0,"NULL","NULL","NULL",3,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3079",0,"25/01/2010",1,1,1,-50746591,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"1","0","0","0","0","1","3","0"
"3080",0,"06/07/2012",1,0,7,40981593,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","1","0","1"
"3081",11180,"05/09/2012",1,1,9,-37667937,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3082",2.2e+07,"22/11/2006",1,1,11,31944703,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3083",2.8e+07,"22/06/1984",1,1,6,74205073,1,0,0,0,"NULL","NULL","NULL",3,0,0,0,0,0,0,"3","2","0","0","0","0","1","0"
"3084",0,"15/08/2003",1,1,8,-33273015,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","1","0","2"
"3085",7.5e+07,"20/09/2004",1,1,9,-37667937,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,1,"4","0","2","10","0","1","1","0"
"3086",5.1e+07,"22/06/2000",1,1,6,74205073,1,0,0,0,"NULL","NULL","NULL",3,0,0,0,0,0,0,"11","9","6","2","0","0","1","0"
"3087",2.6e+07,"06/10/2006",1,0,10,-28659422,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"4","3","0","0","0","0","0","0"
"3088",2361000,"01/07/1944",1,1,7,40981593,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"4","1","0","0","0","0","0","0"
"3089",2.58e+08,"01/05/2007",1,1,5,21757736,1,0,0,0,"NULL","NULL","NULL",7,1,0,0,0,0,0,"18","2","0","0","0","1","5","0"
"3090",6500000,"05/07/1989",1,1,7,40981593,1,0,0,0,"NULL","NULL","NULL",4,0,0,0,0,0,0,"3","1","0","0","0","0","0","0"
"3091",4e+07,"18/11/1997",1,1,11,31944703,1,0,0,0,"NULL","NULL","NULL",12,0,0,0,1,0,0,"9","7","0","0","0","0","1","0"
"3092",0,"15/10/2004",1,1,10,-28659422,3,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,1,0,"0","0","0","0","0","0","0","0"
"3093",0,"27/02/1987",1,1,2,-15309317,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"3","1","0","0","0","1","0","0"
"3094",318000,"04/04/2014",1,1,4,-28405871,1,0,0,0,"NULL","NULL","NULL",0,0,1,0,0,0,0,"1","0","0","0","0","0","1","0"
"3095",0,"13/05/1987",0,0,5,21757736,3,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3096",0,"05/04/1967",1,1,4,-28405871,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"2","0","0","0","0","0","0","0"
"3097",7.5e+07,"08/12/2000",1,1,12,32322910,3,0,0,0,"NULL","NULL","NULL",3,0,0,0,0,0,0,"5","3","0","0","0","0","3","0"
"3098",8e+07,"22/02/1999",1,1,2,-15309317,1,0,0,0,"NULL","NULL","NULL",3,0,0,0,0,0,0,"1","0","0","0","0","0","1","0"
"3099",2.1e+07,"25/05/2007",1,1,5,21757736,1,1,0,0,"NULL","NULL","NULL",0,0,0,0,1,0,0,"5","1","0","0","0","2","3","0"
"3100",8e+06,"29/02/2016",1,1,2,-15309317,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0"
"3101",0,"07/07/1993",1,1,7,40981593,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,1,"0","0","0","0","0","0","0","0"
"3102",1.5e+08,"12/06/2008",1,1,6,74205073,1,0,0,0,"NULL","NULL","NULL",3,0,0,0,0,0,0,"2","1","2","3","0","0","2","0"
"3103",10400000,"16/06/2010",1,0,6,74205073,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3104",0,"08/09/2012",0,1,9,-37667937,4,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"1","1","0","0","0","0","0","0"
"3105",4900000,"15/08/2013",1,0,8,-33273015,2,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"3","2","0","0","0","0","1","0"
"3106",5e+06,"08/06/2001",0,1,6,74205073,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"2","0","0","0","0","0","1","0"
"3107",5115000,"24/08/1966",1,1,8,-33273015,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"4","2","0","0","0","0","0","0"
"3108",6e+06,"24/02/2006",1,0,2,-15309317,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"4","11","7","2","0","0","1","0"
"3109",0,"16/01/2013",0,1,1,-50746591,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3110",0,"22/07/2015",1,1,7,40981593,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,1,0,"4","4","1","0","0","0","0","0"
"3111",1.2e+08,"15/07/2004",1,1,7,40981593,2,0,0,0,"NULL","NULL","NULL",2,0,0,0,0,0,0,"18","11","7","10","1","0","4","0"
"3112",92620000,"10/01/1927",0,1,1,-50746591,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"8","1","0","1","0","0","0","2"
"3113",0,"01/05/1959",0,0,5,21757736,1,0,0,0,"NULL","NULL","NULL",2,0,0,0,0,0,0,"4","1","4","0","0","0","0","0"
"3114",1500000,"20/01/1998",1,1,1,-50746591,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,1,0,0,"3","1","0","0","0","0","0","0"
"3115",350000,"25/03/1957",1,1,3,-7149862,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"1","1","0","0","0","0","0","0"
"3116",0,"10/10/2014",1,0,10,-28659422,2,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","1","1","3","1"
"3117",0,"25/09/1993",1,1,9,-37667937,0,0,0,0,"NULL","NULL","NULL",0,0,0,1,1,0,0,"0","0","0","0","0","0","0","0"
"3118",2e+07,"25/06/1987",1,1,6,74205073,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,1,0,0,"0","0","0","0","0","0","0","0"
"3119",0,"29/10/2004",1,1,10,-28659422,1,0,0,0,"NULL","NULL","NULL",16,0,0,0,0,0,0,"1","0","0","0","0","0","1","0"
"3120",2e+07,"12/02/2014",1,1,2,-15309317,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"0","0","0","0","0","0","2","0"
"3121",3e+07,"07/06/1984",1,1,6,74205073,1,0,0,0,"NULL","NULL","NULL",1,1,0,0,0,0,0,"4","3","1","1","0","0","1","0"
"3122",6e+06,"28/03/1986",1,1,3,-7149862,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"2","1","0","0","0","0","2","0"
"3123",0,"14/09/2012",1,1,9,-37667937,2,0,0,0,"NULL","NULL","NULL",2,0,0,1,0,0,0,"7","5","2","4","0","0","1","1"
"3124",6250000,"07/05/2010",0,1,5,21757736,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,1,0,0,"0","0","0","0","0","0","0","0"
"3125",0,"05/08/1994",0,0,8,-33273015,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"1","4","0","0","0","0","0","0"
"3126",0,"23/08/1991",1,1,8,-33273015,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3127",0,"28/04/1989",1,1,4,-28405871,1,0,0,0,"NULL","NULL","NULL",0,0,1,0,0,0,0,"0","0","0","0","0","0","0","0"
"3128",1e+07,"24/07/1992",1,1,7,40981593,2,0,0,0,"NULL","NULL","NULL",2,0,0,0,0,0,0,"2","2","1","0","0","1","2","0"
"3129",8e+07,"18/12/2013",1,1,12,32322910,4,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,1,"0","0","0","4","0","0","0","0"
"3130",947000,"23/11/1934",1,1,11,31944703,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3131",1.8e+07,"17/04/1987",1,1,4,-28405871,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"2","1","0","0","0","0","1","0"
"3132",1.8e+07,"11/06/1987",1,1,6,74205073,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"11","6","3","6","0","0","1","0"
"3133",1.2e+07,"18/12/1981",1,1,12,32322910,1,0,0,0,"NULL","NULL","NULL",3,0,0,0,0,0,0,"2","3","0","0","0","0","0","0"
"3134",0,"10/06/1969",1,1,6,74205073,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0"
"3135",7e+07,"10/02/2005",1,1,2,-15309317,1,0,0,0,"NULL","NULL","NULL",3,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3136",26350000,"22/06/2012",1,1,6,74205073,2,0,0,0,"NULL","NULL","NULL",7,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3137",0,"27/11/2002",1,1,11,31944703,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"3","0","0","29","0","0","1","0"
"3138",1934000,"01/02/2002",1,0,2,-15309317,1,0,0,0,"NULL","NULL","NULL",0,1,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3139",7e+06,"16/12/2009",1,1,12,32322910,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"3","5","0","0","0","1","2","0"
"3140",0,"16/05/2013",1,1,5,21757736,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"3","7","0","0","0","1","2","0"
"3141",5e+07,"27/02/2009",1,1,2,-15309317,4,0,0,0,"NULL","NULL","NULL",4,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3142",6e+07,"13/07/1995",1,1,7,40981593,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"3","7","0","0","0","0","0","0"
"3143",3e+06,"18/05/2003",1,1,5,21757736,1,0,0,0,"NULL","NULL","NULL",5,0,0,0,1,0,0,"0","0","0","0","0","0","0","0"
"3144",13300000,"14/03/2014",1,1,3,-7149862,3,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"9","5","1","6","0","0","1","0"
"3145",0,"21/08/2014",1,1,8,-33273015,1,0,0,0,"NULL","NULL","NULL",3,0,0,0,0,0,0,"0","0","0","0","0","1","0","1"
"3146",6e+06,"06/03/2009",1,1,3,-7149862,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"1","1","0","0","0","0","1","0"
"3147",1.5e+07,"30/09/2011",1,1,9,-37667937,4,0,0,0,"NULL","NULL","NULL",9,0,0,0,0,0,0,"10","9","1","0","0","0","1","0"
"3148",3500000,"02/02/2014",1,1,2,-15309317,1,0,0,0,"NULL","NULL","NULL",2,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3149",2500000,"28/07/2004",1,0,7,40981593,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"3","3","0","0","0","0","4","0"
"3150",3.5e+07,"23/06/1989",1,1,6,74205073,2,0,0,0,"NULL","NULL","NULL",2,1,0,0,0,0,0,"1","0","0","0","0","0","1","0"
"3151",0,"12/03/1993",1,1,3,-7149862,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"1","1","0","0","0","0","1","0"
"3152",2e+06,"09/04/1976",1,1,4,-28405871,1,0,0,0,"NULL","NULL","NULL",20,0,0,0,1,0,0,"1","1","0","0","0","0","0","0"
"3153",0,"11/09/2015",0,0,9,-37667937,2,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"1","1","0","0","0","0","1","0"
"3154",0,"10/06/2016",1,1,6,74205073,2,0,0,0,"NULL","NULL","NULL",0,0,0,1,0,0,0,"1","1","0","0","0","0","1","0"
"3155",1.6e+07,"16/12/1994",1,1,12,32322910,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"11","5","2","0","0","0","6","0"
"3156",160000,"01/09/1989",1,0,9,-37667937,1,0,0,0,"NULL","NULL","NULL",0,0,0,1,0,0,0,"0","0","0","0","0","0","0","0"
"3157",0,"09/09/2011",1,1,9,-37667937,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","1","0"
"3158",0,"11/06/2009",0,1,6,74205073,1,1,0,0,"NULL","NULL","NULL",0,1,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3159",3.2e+07,"15/01/1993",1,1,1,-50746591,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"3","0","0","0","0","0","2","0"
"3160",0,"01/03/1987",0,0,3,-7149862,1,0,0,0,"NULL","NULL","NULL",2,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3161",0,"24/09/1975",1,1,9,-37667937,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,1,0,"0","0","0","0","0","0","0","0"
"3162",2e+06,"13/08/2009",0,0,8,-33273015,2,0,0,0,"NULL","NULL","NULL",0,0,0,0,1,1,0,"3","5","1","3","0","0","1","0"
"3163",0,"19/12/1990",1,1,12,32322910,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"9","7","1","0","0","1","2","0"
"3164",2.4e+07,"19/05/2014",1,1,5,21757736,1,0,0,0,"NULL","NULL","NULL",2,0,0,0,0,0,0,"8","8","0","3","0","0","2","0"
"3165",2e+06,"03/07/2008",0,0,7,40981593,1,1,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3166",0,"29/08/2014",0,1,8,-33273015,1,0,0,0,"NULL","NULL","NULL",0,0,1,0,0,0,0,"0","0","0","0","0","1","0","1"
"3167",0,"17/11/2012",0,0,11,31944703,1,0,0,0,"NULL","NULL","NULL",3,0,0,0,0,0,0,"0","0","0","2","0","0","0","0"
"3168",1.7e+07,"01/02/2012",1,1,2,-15309317,3,0,0,0,"NULL","NULL","NULL",1,0,1,0,0,0,0,"4","2","0","0","0","0","1","1"
"3169",3e+07,"18/03/1994",1,1,3,-7149862,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,1,0,0,"1","0","0","0","0","0","0","0"
"3170",4e+06,"18/05/2010",0,1,5,21757736,1,0,0,0,"NULL","NULL","NULL",0,0,0,1,0,0,0,"0","0","0","0","0","0","0","0"
"3171",1e+06,"16/09/1992",1,1,9,-37667937,1,0,0,0,"NULL","NULL","NULL",2,0,0,0,1,0,0,"2","2","0","0","0","0","2","1"
"3172",0,"29/01/2006",1,1,1,-50746591,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","1","0","1"
"3173",1700000,"02/01/2005",1,1,1,-50746591,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"2","1","0","0","0","1","5","0"
"3174",5.5e+07,"18/12/2008",1,1,12,32322910,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"3","7","0","0","0","0","2","0"
"3175",1.1e+07,"24/07/2001",1,1,7,40981593,1,0,0,0,"NULL","NULL","NULL",1,0,1,0,0,0,0,"0","1","0","0","0","0","0","0"
"3176",9e+06,"20/12/1976",1,1,12,32322910,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,1,0,0,"0","0","0","0","0","0","0","0"
"3177",7e+07,"23/12/2005",1,1,12,32322910,1,0,0,0,"NULL","NULL","NULL",9,0,0,0,0,0,0,"1","0","0","0","0","0","1","0"
"3178",2.7e+07,"07/06/1991",1,1,6,74205073,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"3","1","0","0","0","0","1","0"
"3179",0,"04/08/2010",0,1,8,-33273015,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,1,0,0,"0","0","0","0","0","0","1","0"
"3180",1.2e+07,"09/09/2005",1,1,9,-37667937,2,0,0,0,"NULL","NULL","NULL",7,1,0,0,0,0,0,"0","0","0","0","0","0","1","0"
"3181",4.5e+07,"05/10/2016",1,1,10,-28659422,1,0,0,0,"NULL","NULL","NULL",2,0,0,0,1,1,0,"0","0","0","0","0","0","0","1"
"3182",2500000,"30/10/1981",1,1,10,-28659422,1,0,0,0,"NULL","NULL","NULL",0,0,1,0,0,0,0,"0","0","0","0","0","0","1","1"
"3183",7e+06,"07/09/2014",1,1,9,-37667937,1,0,0,0,"NULL","NULL","NULL",2,0,0,0,0,0,0,"4","7","1","2","1","0","6","0"
"3184",0,"02/07/2011",0,1,7,40981593,1,0,0,0,"NULL","NULL","NULL",0,1,0,0,0,0,0,"2","0","0","1","0","0","0","0"
"3185",3.7e+07,"25/11/2015",1,1,11,31944703,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"6","13","1","11","1","0","3","0"
"3186",4.7e+07,"18/06/2010",1,1,6,74205073,1,0,0,0,"NULL","NULL","NULL",1,1,0,0,0,0,0,"3","0","0","0","0","0","0","0"
"3187",0,"10/03/1995",1,1,3,-7149862,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3188",0,"18/03/2011",1,1,3,-7149862,2,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"5","6","1","0","0","0","4","0"
"3189",0,"22/11/2015",1,1,11,31944703,2,0,0,0,"NULL","NULL","NULL",5,0,0,0,0,0,0,"3","1","0","0","0","0","2","0"
"3190",6.8e+07,"31/05/2002",1,1,5,21757736,1,1,0,0,"NULL","NULL","NULL",2,0,0,0,0,0,0,"20","9","7","7","0","0","2","0"
"3191",1e+08,"21/06/1996",1,0,6,74205073,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,1,"1","0","0","7","0","0","1","1"
"3192",1.2e+07,"20/03/1992",1,0,3,-7149862,1,0,0,0,"NULL","NULL","NULL",3,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3193",0,"25/08/2013",1,0,8,-33273015,2,0,0,0,"NULL","NULL","NULL",1,0,1,0,1,0,0,"4","5","1","0","0","0","2","0"
"3194",4881000,"20/03/2013",0,0,3,-7149862,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3195",0,"03/02/1984",1,1,2,-15309317,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3196",0,"07/03/2008",1,1,3,-7149862,2,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"1","2","0","0","0","0","2","0"
"3197",0,"07/10/2010",1,1,10,-28659422,2,0,0,0,"NULL","NULL","NULL",3,0,0,0,1,0,0,"0","0","0","0","0","0","0","0"
"3198",4e+06,"23/11/1988",1,1,11,31944703,1,0,0,0,"NULL","NULL","NULL",8,0,1,0,0,0,0,"3","1","0","0","0","1","2","0"
"3199",2.5e+07,"11/08/2014",1,1,8,-33273015,1,0,0,0,"NULL","NULL","NULL",10,0,0,0,0,0,0,"1","0","0","0","0","0","3","0"
"3200",4357373,"13/10/2013",1,1,10,-28659422,4,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0"
"3201",3500000,"12/11/2004",0,0,11,31944703,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3202",1.4e+08,"30/04/2008",1,1,4,-28405871,1,0,0,0,"NULL","NULL","NULL",3,0,0,0,0,0,0,"0","2","0","1","0","1","2","0"
"3203",0,"23/10/1992",1,1,10,-28659422,6,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3204",2.5e+07,"17/10/2004",1,1,10,-28659422,2,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"3","1","0","0","0","0","1","0"
"3205",1.5e+07,"23/10/2015",1,1,10,-28659422,1,0,0,0,"NULL","NULL","NULL",1,0,1,0,0,0,0,"1","0","0","0","0","0","1","0"
"3206",3950000,"15/11/1930",1,1,11,31944703,1,0,0,0,"NULL","NULL","NULL",0,0,0,1,0,0,0,"0","0","0","0","0","0","0","0"
"3207",4e+06,"27/09/2002",0,1,9,-37667937,3,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"1","1","0","0","0","0","0","0"
"3208",1e+07,"13/09/2010",1,1,9,-37667937,1,0,0,0,"NULL","NULL","NULL",13,0,1,0,0,0,0,"3","2","0","0","0","0","1","0"
"3209",1.25e+08,"24/05/2000",1,1,5,21757736,2,0,0,0,"NULL","NULL","NULL",5,0,0,0,0,0,0,"19","9","4","7","0","0","4","0"
"3210",0,"26/10/2013",0,0,10,-28659422,1,0,0,0,"NULL","NULL","NULL",0,1,0,0,0,1,0,"5","0","0","6","0","0","0","0"
"3211",5e+05,"03/11/2012",1,1,11,31944703,1,0,0,0,"NULL","NULL","NULL",0,0,1,0,0,0,0,"0","0","0","0","0","0","0","0"
"3212",4e+07,"07/10/2016",1,1,10,-28659422,2,0,0,0,"NULL","NULL","NULL",4,0,0,1,0,0,0,"6","8","3","18","0","1","2","0"
"3213",1800000,"29/01/1964",1,1,1,-50746591,2,0,0,0,"NULL","NULL","NULL",2,0,0,0,0,0,0,"2","2","0","0","0","0","0","0"
"3214",0,"09/01/2004",1,0,1,-50746591,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3215",0,"26/03/1992",1,1,3,-7149862,1,0,0,0,"NULL","NULL","NULL",2,0,0,0,0,0,0,"3","1","0","0","0","0","1","0"
"3216",4,"10/05/1991",1,0,5,21757736,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","1","0"
"3217",325000,"22/02/1934",1,1,2,-15309317,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0"
"3218",2500000,"02/08/2013",1,1,8,-33273015,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"2","1","0","0","0","0","2","0"
"3219",4e+07,"07/01/2011",1,1,1,-50746591,1,0,0,0,"NULL","NULL","NULL",4,1,0,0,0,0,0,"1","1","0","1","0","0","1","0"
"3220",8e+07,"25/12/1997",1,1,12,32322910,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"1","0","0","0","0","0","1","0"
"3221",7.8e+07,"14/02/2003",1,1,2,-15309317,1,0,0,0,"NULL","NULL","NULL",0,1,0,0,1,0,0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"3222",1.2e+07,"12/09/2013",1,1,9,-37667937,1,0,0,0,"NULL","NULL","NULL",14,0,0,0,1,0,0,"3","3","0","0","0","0","2","0"
"3223",13500000,"18/08/1993",1,1,8,-33273015,1,0,0,0,"NULL","NULL","NULL",13,0,0,0,0,1,0,"3","4","0","2","0","0","3","0"
"3224",5400000,"10/10/1956",1,1,10,-28659422,1,0,0,0,"NULL","NULL","NULL",2,0,0,0,0,0,0,"2","2","0","0","0","0","0","1"
"3225",1.5e+07,"25/11/1998",1,1,11,31944703,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"3","5","0","0","0","0","1","0"
"3226",1e+05,"22/07/2011",1,0,7,40981593,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"3","1","2","2","0","0","1","1"
"3227",0,"02/12/2016",1,1,12,32322910,1,0,0,0,"NULL","NULL","NULL",4,0,0,0,0,0,0,"8","15","3","5","0","0","3","0"
"3228",9e+05,"08/04/2006",1,1,4,-28405871,0,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3229",15774948,"20/05/2011",1,1,5,21757736,3,0,0,0,"NULL","NULL","NULL",0,0,0,0,1,0,0,"5","3","1","2","0","0","1","0"
"3230",7500000,"17/10/2013",1,1,10,-28659422,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3231",0,"10/12/2013",1,1,12,32322910,1,0,0,0,"NULL","NULL","NULL",5,0,0,0,0,0,0,"1","0","0","0","0","0","0","0"
"3232",1.1e+08,"09/03/2016",1,1,3,-7149862,1,0,0,0,"NULL","NULL","NULL",5,0,0,0,0,0,0,"7","17","3","30","0","0","3","0"
"3233",0,"25/09/1981",1,1,9,-37667937,0,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3234",0,"15/08/1986",1,1,8,-33273015,0,0,0,0,"NULL","NULL","NULL",1,1,0,0,0,0,1,"0","0","0","0","0","0","0","0"
"3235",0,"03/05/1985",1,1,5,21757736,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,1,0,0,"0","0","0","0","0","0","0","0"
"3236",0,"20/03/1981",0,0,3,-7149862,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3237",930000,"18/06/2011",1,1,6,74205073,2,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"2","2","0","0","0","0","1","1"
"3238",2e+07,"09/09/1994",1,0,9,-37667937,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3239",9e+06,"23/03/1984",1,1,3,-7149862,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3240",3.5e+07,"12/11/2015",1,1,11,31944703,3,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"9","11","2","3","1","1","3","0"
"3241",3.1e+07,"14/12/1990",1,1,12,32322910,1,0,0,0,"NULL","NULL","NULL",5,0,0,0,0,0,0,"4","1","0","0","0","0","2","0"
"3242",1.2e+08,"25/11/1998",1,1,11,31944703,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,1,"0","0","1","4","1","0","1","0"
"3243",0,"26/02/1997",1,1,2,-15309317,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3244",3600000,"27/10/1995",1,1,10,-28659422,1,0,0,0,"NULL","NULL","NULL",2,0,0,0,0,0,0,"0","0","0","0","0","0","3","0"
"3245",1.3e+07,"17/07/1987",1,1,7,40981593,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"1","0","0","1","0","0","0","0"
"3246",0,"01/04/1954",1,1,4,-28405871,1,0,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"3247",2e+05,"01/01/2002",0,1,1,-50746591,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
